"c_ClaveUnidad","Nombre","Descripción","Nota","Fecha de inicio de vigencia","Fecha de fin de vigencia","Símbolo"
"J30","Grado rankine por segundo","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","°R/s"
"J31","Grado twaddel.","Unidad de densidad para líquidos que son más pesados que el agua. 1 grado Twaddle representa una diferencia en gravedad específica de 0,005.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","°Tw"
"J32","Micropoise","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","µP"
"J33","Microgramo por kilogramo","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","µg/kg"
"J34","Microgramo por metro cúbico kelvin","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","(µg/m³)/K"
"J35","Microgramo por metro cúbico bar","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","(µg/m³)/bar"
"J36","Microlitro por litro","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","µl/l"
"J38","Baud","Es Unidad de medida utilizada en telecomunicaciones, que representa el número de símbolos por segundo en un medio de transmisión digital.1 Cada símbolo puede comprender 1 o más bits, dependiendo del esquema de modulación.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","Bd"
"J39","Unidad térmica británica (significado)","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","Btu"
"J40","Unidad térmica británica (tabla internacional) pie por hora pie cuadrado grado fahrenheit.","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","BtuIT·ft/(h·ft²·°F)"
"J41","Unidad térmica británica (tabla internacional) pulgada por hora pie cuadrado grado fahrenheit.","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","BtuIT·in/(h·ft²·°F)"
"J42","Unidad térmica británica (tabla internacional) pulgada por segundo pie cuadrado grado fahrenheit.","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","BtuIT·in/(s·ft²·°F)"
"J43","Unidad térmica británica (tabla internacional) por libra grado fahrenheit","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","BtuIT/(lb·°F)"
"J44","Unidad térmica británica (tabla internacional) por minuto","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","BtuIT/min"
"J45","Unidad térmica británica (tabla internacional) por segundo","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","BtuIT/s"
"J46","Unidad térmica británica (termoquímico) pie por hora pie cuadrado grado fahrenheit.","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","Btuth·ft/(h·ft²·°F)"
"J47","Unidad térmica británica (termoquímica) por hora","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","Btuth/h"
"J48","Unidad térmica británica (termoquímico) pulgada por hora pie cuadrado grado fahrenheit.","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","Btuth·in/(h·ft²·°F)"
"J49","Unidad térmica británica (termoquímico) pulgada por segundo pie cuadrado grado fahrenheit.","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","Btuth·in/(s·ft²·°F)"
"J50","Unidad térmica británica (termoquímico) por libra grado fahrenheit","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","Btuth/(lb·°F)"
"J51","Unidad térmica británica (termoquímica) por minuto","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","Btuth/min"
"J52","Unidad térmica británica (termoquímica) por segundo","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","Btuth/s"
"J53","Culombio metro cuadrado por kilogramo","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","C·m²/kg"
"J54","Megabaud","Unidad de velocidad de transmisión de señal igual a 106 (1000000) eventos de señalización por segundo.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","MBd"
"J55","Watt segundo","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","W·s"
"J56","Bar por bar","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","bar/bar"
"J57","Barril (uk petróleo)","Es el nombre de varias unidades de volumen usadas en el Reino Unido y en los Estados Unidos.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","bbl (UK liq.)"
"J58","Barril (petróleo UK) por minuto","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","bbl (UK liq.)/min"
"J59","Barril (petróleo UK) por día","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","bbl (UK liq.)/d"
"J60","Barril (petróleo UK) por hora","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","bbl (UK liq.)/h"
"J61","Barril (petróleo UK) por segundo","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","bbl (UK liq.)/s"
"J62","Barril (petróleo estados unidos) por hora","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","bbl (US)/h"
"J63","Barril (petróleo estados unidos) por segundo","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","bbl (US)/s"
"J64","Bushel (UK) por día ","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","bu (UK)/d"
"J65","Bushel (UK) por hora","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","bu (UK)/h"
"J66","Bushel (UK) por minuto","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","bu (UK)/min"
"J67","Bushel (UK) por segundo","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","bu (UK)/s"
"J68","Bushel (seco,estados unidos) por día","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","bu (US dry)/d"
"J69","Bushel (seco,estados unidos) por hora","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","bu (US dry)/h"
"J70","Bushel (seco,estados unidos) por minuto","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","bu (US dry)/min"
"J71","Bushel (seco,estados unidos) por segundo","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","bu (US dry)/s"
"J72","Centinewton metro","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","cN·m"
"J73","Centipoise por kelvin","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","cP/K"
"J74","Centipoise por bar","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","cP/bar"
"J75","Caloría","Unidad de energía térmica, de símbolo cal, que equivale a la cantidad de calor necesaria para elevar 1 grado centígrado la temperatura de 1 gramo de agua.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","cal"
"J76","Caloría (tabla internacional) por gramo gadro celsius","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","calIT/(g·°C)"
"J78","Caloría (termoquímica) por centímetro segundo grado celsius","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","calth/(cm·s·°C)"
"J79","Caloría (termoquímico) por gramo gadro celsius","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","calth/(g·°C)"
"J81","Caloría (termoquímica) por minuto","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","calth/min"
"J82","Caloría (termoquímica) por segundo","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","calth/s"
"J83","Clo","Clo es una unidad de medida empleada para el índice de indumento.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","clo"
"J84","Centímetro por segundo kelvin","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","(cm/s)/K"
"J85","Centímetro por segundo bar","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","(cm/s)/bar"
"J87","Centímetro cúbico por metro cúbico","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","cm³/m³"
"J89","Centímetro de mercurio","","Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","Cm Hg"
"J90","Decímetro cúbico por día","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","dm³/d"
"J91","Decímetro cúbico por metro cúbico","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","dm³/m³"
"J92","Decímetro cúbico por minuto","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","dm³/min"
"J93","Decímetro cúbico por segundo","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","dm³/s"
"J94","Dina centímetro","","Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","Dyn · cm"
"J95","Onza (fluido, UK) por día","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","fl oz (UK)/d"
"J96","Onza (fluido, UK) por hora","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","fl oz (UK)/h"
"J97","Onza (fluido, UK) por minuto","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","fl oz (UK)/min"
"J98","Onza (fluido, UK) por segundo","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","fl oz (UK)/s"
"J99","Onza (fluido, estados unidos) por día","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","fl oz (US)/d"
"JB","Jumbo","","Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"JE","Joule por kelvin","Es el aumento de entropía de un sistema que recibe una cantidad de calor de 1 joule, a la temperatura termodinámica constante de 1 kelvin, siempre que en el sistema no tenga lugar ninguna transformación irreversible.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","J/K"
"JK","Megajoule por kilogramo","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","MJ/kg"
"JM","Megajoule por metro cúbico","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","MJ/m³"
"JNT","Junta de tubería","Un recuento del número de juntas de la tubería.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"Jo","Articulación","","Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"JOU","Joule","Es el trabajo producido por una fuerza de 1 newton, cuyo punto de aplicación se desplaza 1 metro en la dirección de la fuerza. ","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","J"
"JPS","Cien metros","Unidad de conteo que define el número de longitudes de 100 metros.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"JWL","Número de joyas","Unidad de cuenta que define el número de joyas (joya: piedra preciosa).","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"K1","Demanda de kilowatt","Unidad de medida que define la carga de potencia medida a intervalos predeterminados.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"K10","Onza (fluido, estados unidos) por hora","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","fl oz (US)/h"
"K11","Onza (fluido, estados unidos) por minuto","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","fl oz (US)/min"
"K12","Onza (fluido, estados unidos) por segundo","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","fl oz (US)/s"
"K13","Pie por grado fahrenheit","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","ft/°F"
"K14","Pie por hora","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","ft/h"
"K15","Pie libra-fuerza por hora","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","ft·lbf/h"
"K16","Pie libra-fuerza por minuto","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","ft·lbf/min"
"K17","Pie por psi (libra por pulgada cuadrada)","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","ft/psi"
"K18","Pie por segundo grado fahrenheit","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","(ft/s)/°F"
"K19","Pie por segundo psi (libra por pulgada cuadrada)","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","(ft/s)/psi"
"K2","Kilovoltios amperios demanda reactiva","Unidad de medida que define la demanda de potencia reactiva igual a un kilovoltioio de potencia reactiva.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","",""
"K20","Reciprocidad del pie cuadrado","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","1/ft³"
"K21","Pie cúbico por grado fahrenheit","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","ft³/°F"
"K22","Pie cúbico por día","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","ft³/d"
"K23","Pie cúbico por psi (libra por pulgada cuadrada)","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","ft³/psi"
"K24","Pie de agua","","Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","Ft H $ ₂ $ O"
"K25","Pie de mercurio","","Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","Ft Hg"
"K26","Galón (UK) por día","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","gal (UK)/d"
"K27","Galón (UK) por hora","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","gal (UK)/h"
"K28","Galón (UK) por segundo","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","gal (UK)/s"
"K3","Kilovoltio amperio hora reactivo","Unidad de medida que define la energía reactiva acumulada igual a un kilovoltioio de potencia reactiva por hora.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","kvar·h"
"K30","Galón (líquido, EUA) por segundo","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","gal (US liq.)/s"
"K31","Gramo-fuerza por centímetro cuadrado","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","gf/cm²"
"K32","Gill (UK) por día","Gill es una unidad de volumen inglesa en el sistema imperial y en los Estados Unidos. La versión imperial usada en el UK es de 5 onzas líquidas, y es equivalente a 142,0653125 ml; mientras que en los EUA es de 4 onzas líquidas, y es equivalente a 118,29411825 ml.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","gi (UK)/d"
"K33","Gill (UK) por hora","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","gi (UK)/h"
"K34","Gill (UK) por minuto","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","gi (UK)/min"
"K35","Gill (UK) por segundo","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","gi (UK)/s"
"K36","Gill (estados unidos) por día","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","gi (US)/d"
"K37","Gill (estados unidos) por hora","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","gi (US)/h"
"K38","Gill (estados unidos) por minuto","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","gi (US)/min"
"K39","Gill (estados unidos) por segundo","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","gi (US)/s"
"K40","Aceleración estándar de la caída libre","Es la aceleración nominal de la gravedad de un objeto en un vacío cerca de la superficie de la Tierra.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","gn"
"K41","Grano por galón (EUA)","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","gr/gal (US)"
"K42","Caballo de fuerza de caldera ","Es la cantidad de energía requerida para producir 34,5 libras (15,65 kg) de vapor por hora a presión y temperatura 0 psig (0 bar) y 212 o F (100 o C) - con agua de alimentación a presión 0 psig y la temperatura 212 o F.","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","boiler hp"
"K43","Caballo de fuerza (eléctrico)","Es una unidad de medida de potencia (la velocidad a la que el trabajo se realiza).","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","electric hp"
"K45","Pulgada por grado fahrenheit","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","in/°F"
"K46","Pulgada por psi (libra por pulgada cuadrada)","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","in/psi"
"K47","Pulgada por segundo grado fahrenheit","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","(in/s)/°F"
"K48","Pulgada por segundo psi (libra por pulgada cuadrada)","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","(in/s)/psi"
"K49","Reciprocidad de la pulgada cuadrada","","","DateObject[{2017, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","1/in³"
"K5","Kilovoltios amperios (reactivos)","Utilice kilovar (código común KVR)","Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.","DateObject[{2017, 8, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -6.]","","Kvar"
